,Atomic Number_0,Atomic Number_1,Atomic Number_2,AtomicVolume_0,AtomicVolume_1,AtomicVolume_2,AtomicWeight_0,AtomicWeight_1,AtomicWeight_2,BoilingT_0,BoilingT_1,BoilingT_2,Ca Loading,Co Loading,Column_0,Column_1,Column_2,Conductivity_0,Conductivity_1,Conductivity_2,CovalentRadius_0,CovalentRadius_1,CovalentRadius_2,Cr Loading,Cu Loading,Density_0,Density_1,Density_2,DipolePolarizability_0,DipolePolarizability_1,DipolePolarizability_2,ElectronAffinity_0,ElectronAffinity_1,ElectronAffinity_2,Electronegativity_0,Electronegativity_1,Electronegativity_2,Element Dictionary,Fe Loading,FusionEnthalpy_0,FusionEnthalpy_1,FusionEnthalpy_2,GSbandgap_0,GSbandgap_1,GSbandgap_2,GSenergy_pa_0,GSenergy_pa_1,GSenergy_pa_2,HeatCapacityMass_0,HeatCapacityMass_1,HeatCapacityMass_2,HeatCapacityMolar_0,HeatCapacityMolar_1,HeatCapacityMolar_2,HeatFusion_0,HeatFusion_1,HeatFusion_2,Hf Loading,In Loading,IonizationEnergies_1_0,IonizationEnergies_1_1,IonizationEnergies_1_2,IonizationEnergies_2_0,IonizationEnergies_2_1,IonizationEnergies_2_2,IonizationEnergies_3_0,IonizationEnergies_3_1,IonizationEnergies_3_2,IonizationEnergies_4_0,IonizationEnergies_4_1,IonizationEnergies_4_2,IonizationEnergies_5_0,IonizationEnergies_5_1,IonizationEnergies_5_2,IonizationEnergies_6_0,IonizationEnergies_6_1,IonizationEnergies_6_2,IonizationEnergies_7_0,IonizationEnergies_7_1,IonizationEnergies_7_2,IonizationEnergies_8_0,IonizationEnergies_8_1,IonizationEnergies_8_2,Ir Loading,IsAlkali_0,IsAlkali_1,IsAlkali_2,IsDBlock_0,IsDBlock_1,IsDBlock_2,IsFBlock_0,IsFBlock_1,IsFBlock_2,IsMetal_0,IsMetal_1,IsMetal_2,IsMetalloid_0,IsMetalloid_1,IsMetalloid_2,IsNonmetal_0,IsNonmetal_1,IsNonmetal_2,K Loading,Measured Activity,MeltingT_0,MeltingT_1,MeltingT_2,MendeleevNumber_0,MendeleevNumber_1,MendeleevNumber_2,Mg Loading,Mn Loading,Mo Loading,NUnfilled_0,NUnfilled_1,NUnfilled_2,NValence_0,NValence_1,NValence_2,NdUnfilled_0,NdUnfilled_1,NdUnfilled_2,NdValence_0,NdValence_1,NdValence_2,NfUnfilled_0,NfUnfilled_1,NfUnfilled_2,NfValence_0,NfValence_1,NfValence_2,Ni Loading,NpUnfilled_0,NpUnfilled_1,NpUnfilled_2,NpValence_0,NpValence_1,NpValence_2,NsUnfilled_0,NsUnfilled_1,NsUnfilled_2,NsValence_0,NsValence_1,NsValence_2,Number_0,Number_1,Number_2,Os Loading,Polarizability_0,Polarizability_1,Polarizability_2,Pt Loading,Rh Loading,Row_0,Row_1,Row_2,Ru Loading,Sc Loading,W Loading,Y Loading,Zn Loading,ZungerPP-r_d_0,ZungerPP-r_d_1,ZungerPP-r_d_2,ZungerPP-r_p_0,ZungerPP-r_p_1,ZungerPP-r_p_2,ZungerPP-r_pi_0,ZungerPP-r_pi_1,ZungerPP-r_pi_2,ZungerPP-r_s_0,ZungerPP-r_s_1,ZungerPP-r_s_2,ZungerPP-r_sigma_0,ZungerPP-r_sigma_1,ZungerPP-r_sigma_2,ammonia_concentration,n_elements,phi_0,phi_1,phi_2,reactor_number,space_velocity,temperature
58_400_2,44.0,72.0,19.0,13.56787441,22.26871119,75.84786468,101.07,178.49,39.0983,4423.0,4876.0,1032.0,-1.0,-1.0,8.0,4.0,1.0,117.0,23.0,102.5,146.0,175.0,203.0,-1.0,-1.0,12370.0,13310.0,856.0,9.6,16.2,43.23,101.3,0.0,48.4,2.2,1.3,0.82,"dict_items([('Ru', 3.0), ('Hf', 1.0), ('K', 12.0)])",-1.0,38.59,27.2,2.335,0.0,0.0,0.0,-9.19463357,-9.954299335,-1.097539713,0.23800000000000002,0.14400000000000002,0.757,24.06,25.73,29.6,38.59,27.2,2.335,0.01,-1.0,7.3605,6.825069999999999,4.3406633,16.76,15.0,31.63,28.47,23.3,45.806000000000004,-1.0,33.33,60.91,-1.0,-1.0,82.66,-1.0,-1.0,99.4,-1.0,-1.0,117.56,-1.0,-1.0,154.88,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.9363717872466596,2607.0,2506.0,336.53,56.0,45.0,3.0,-1.0,-1.0,-1.0,4.0,8.0,1.0,8.0,18.0,1.0,3.0,8.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,44.0,72.0,19.0,-1.0,9.6,16.2,43.23,-1.0,-1.0,5.0,6.0,4.0,0.03,-1.0,-1.0,-1.0,-1.0,0.45,0.63,0.37,1.46,1.61,2.15,0.315,0.31,0.61,1.145,1.3,1.54,2.605,2.91,3.69,1.064773735581189,3.0,5.4,3.6,2.25,14.0,2248.308080808081,400.0
44_350_2,44.0,24.0,19.0,13.56787441,12.09293747,75.84786468,101.07,51.9961,39.0983,4423.0,2944.0,1032.0,-1.0,-1.0,8.0,6.0,1.0,117.0,96.5,102.5,146.0,139.0,203.0,0.02,-1.0,12370.0,7140.0,856.0,9.6,11.6,43.23,101.3,64.3,48.4,2.2,1.66,0.82,"dict_items([('Ru', 2.0), ('Cr', 2.0), ('K', 12.0)])",-1.0,38.59,21.0,2.335,0.0,0.0,0.0,-9.19463357,-9.50571654,-1.097539713,0.23800000000000002,0.449,0.757,24.06,23.35,29.6,38.59,21.0,2.335,-1.0,-1.0,7.3605,6.76651,4.3406633,16.76,16.4857,31.63,28.47,30.96,45.806000000000004,-1.0,49.16,60.91,-1.0,69.46,82.66,-1.0,90.6349,99.4,-1.0,160.18,117.56,-1.0,184.7,154.88,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.7877191870382046,2607.0,2180.0,336.53,56.0,49.0,3.0,-1.0,-1.0,-1.0,4.0,6.0,1.0,8.0,6.0,1.0,3.0,5.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,24.0,19.0,-1.0,9.6,11.6,43.23,-1.0,-1.0,5.0,4.0,4.0,0.02,-1.0,-1.0,-1.0,-1.0,0.45,0.25,0.37,1.46,1.37,2.15,0.315,0.3,0.61,1.145,1.07,1.54,2.605,2.44,3.69,1.007525870178739,3.0,5.4,4.65,2.25,6.0,2109.974874371859,350.0
34_250,44.0,12.0,19.0,13.56787441,23.2222931,75.84786468,101.07,24.305,39.0983,4423.0,1363.0,1032.0,-1.0,-1.0,8.0,2.0,1.0,117.0,156.0,102.5,146.0,141.0,203.0,-1.0,-1.0,12370.0,1738.0,856.0,9.6,10.76666667,43.23,101.3,0.0,48.4,2.2,1.31,0.82,"dict_items([('Ru', 2.0), ('Mg', 2.0), ('K', 12.0)])",-1.0,38.59,8.48,2.335,0.0,0.0,0.0,-9.19463357,-1.54227231,-1.097539713,0.23800000000000002,1.023,0.757,24.06,24.869,29.6,38.59,8.48,2.335,-1.0,-1.0,7.3605,7.646235000000001,4.3406633,16.76,15.03527,31.63,28.47,80.1437,45.806000000000004,-1.0,109.2655,60.91,-1.0,141.27,82.66,-1.0,186.76,99.4,-1.0,225.02,117.56,-1.0,265.96,154.88,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1818139168446296,2607.0,923.0,336.53,56.0,68.0,3.0,0.02,-1.0,-1.0,4.0,0.0,1.0,8.0,2.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,44.0,12.0,19.0,-1.0,9.6,10.76666667,43.23,-1.0,-1.0,5.0,3.0,4.0,0.02,-1.0,-1.0,-1.0,-1.0,0.45,-1.0,0.37,1.46,1.13,2.15,0.315,0.23,0.61,1.145,0.9,1.54,2.605,2.03,3.69,1.0539845758354751,3.0,5.4,3.45,2.25,11.0,2304.8250000000007,250.0
43_300_1,44.0,24.0,19.0,13.56787441,12.09293747,75.84786468,101.07,51.9961,39.0983,4423.0,2944.0,1032.0,-1.0,-1.0,8.0,6.0,1.0,117.0,96.5,102.5,146.0,139.0,203.0,0.01,-1.0,12370.0,7140.0,856.0,9.6,11.6,43.23,101.3,64.3,48.4,2.2,1.66,0.82,"dict_items([('Ru', 3.0), ('Cr', 1.0), ('K', 12.0)])",-1.0,38.59,21.0,2.335,0.0,0.0,0.0,-9.19463357,-9.50571654,-1.097539713,0.23800000000000002,0.449,0.757,24.06,23.35,29.6,38.59,21.0,2.335,-1.0,-1.0,7.3605,6.76651,4.3406633,16.76,16.4857,31.63,28.47,30.96,45.806000000000004,-1.0,49.16,60.91,-1.0,69.46,82.66,-1.0,90.6349,99.4,-1.0,160.18,117.56,-1.0,184.7,154.88,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.5002415980737325,2607.0,2180.0,336.53,56.0,49.0,3.0,-1.0,-1.0,-1.0,4.0,6.0,1.0,8.0,6.0,1.0,3.0,5.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,24.0,19.0,-1.0,9.6,11.6,43.23,-1.0,-1.0,5.0,4.0,4.0,0.03,-1.0,-1.0,-1.0,-1.0,0.45,0.25,0.37,1.46,1.37,2.15,0.315,0.3,0.61,1.145,1.07,1.54,2.605,2.44,3.69,0.9921841076856276,3.0,5.4,4.65,2.25,5.0,1828.5125628140704,300.0
63_400,44.0,21.0,19.0,13.56787441,25.00931092,75.84786468,101.07,44.955912,39.0983,4423.0,3103.0,1032.0,-1.0,-1.0,8.0,3.0,1.0,117.0,15.8,102.5,146.0,170.0,203.0,-1.0,-1.0,12370.0,2985.0,856.0,9.6,17.8,43.23,101.3,18.1,48.4,2.2,1.36,0.82,"dict_items([('Ru', 1.0), ('Sc', 3.0), ('K', 12.0)])",-1.0,38.59,14.1,2.335,0.0,0.0,0.0,-9.19463357,-6.28551309,-1.097539713,0.23800000000000002,0.568,0.757,24.06,25.52,29.6,38.59,14.1,2.335,-1.0,-1.0,7.3605,6.561489999999999,4.3406633,16.76,12.79977,31.63,28.47,24.75666,45.806000000000004,-1.0,73.4894,60.91,-1.0,91.65,82.66,-1.0,110.68,99.4,-1.0,138.0,117.56,-1.0,158.1,154.88,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.903545956567851,2607.0,1814.0,336.53,56.0,11.0,3.0,-1.0,-1.0,-1.0,4.0,9.0,1.0,8.0,3.0,1.0,3.0,9.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,44.0,21.0,19.0,-1.0,9.6,17.8,43.23,-1.0,-1.0,5.0,4.0,4.0,0.01,0.03,-1.0,-1.0,-1.0,0.45,0.31,0.37,1.46,1.53,2.15,0.315,0.31,0.61,1.145,1.22,1.54,2.605,2.75,3.69,0.9688361246555016,3.0,5.4,3.25,2.25,12.0,1868.82146439318,400.0
62_400_1,44.0,21.0,19.0,13.56787441,25.00931092,75.84786468,101.07,44.955912,39.0983,4423.0,3103.0,1032.0,-1.0,-1.0,8.0,3.0,1.0,117.0,15.8,102.5,146.0,170.0,203.0,-1.0,-1.0,12370.0,2985.0,856.0,9.6,17.8,43.23,101.3,18.1,48.4,2.2,1.36,0.82,"dict_items([('Ru', 2.0), ('Sc', 2.0), ('K', 12.0)])",-1.0,38.59,14.1,2.335,0.0,0.0,0.0,-9.19463357,-6.28551309,-1.097539713,0.23800000000000002,0.568,0.757,24.06,25.52,29.6,38.59,14.1,2.335,-1.0,-1.0,7.3605,6.561489999999999,4.3406633,16.76,12.79977,31.63,28.47,24.75666,45.806000000000004,-1.0,73.4894,60.91,-1.0,91.65,82.66,-1.0,110.68,99.4,-1.0,138.0,117.56,-1.0,158.1,154.88,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.9448303353876764,2607.0,1814.0,336.53,56.0,11.0,3.0,-1.0,-1.0,-1.0,4.0,9.0,1.0,8.0,3.0,1.0,3.0,9.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,44.0,21.0,19.0,-1.0,9.6,17.8,43.23,-1.0,-1.0,5.0,4.0,4.0,0.02,0.02,-1.0,-1.0,-1.0,0.45,0.31,0.37,1.46,1.53,2.15,0.315,0.31,0.61,1.145,1.22,1.54,2.605,2.75,3.69,1.040372670807454,3.0,5.4,3.25,2.25,11.0,2552.3503737520696,400.0
40_400_8,44.0,28.0,19.0,13.56787441,10.94128444,75.84786468,101.07,58.6934,39.0983,4423.0,3186.0,1032.0,-1.0,-1.0,8.0,10.0,1.0,117.0,90.9,102.5,146.0,124.0,203.0,-1.0,-1.0,12370.0,8908.0,856.0,9.6,6.8,43.23,101.3,112.0,48.4,2.2,1.91,0.82,"dict_items([('Ru', 3.0), ('Ni', 1.0), ('K', 12.0)])",-1.0,38.59,17.48,2.335,0.0,0.0,0.0,-9.19463357,-5.54632457,-1.097539713,0.23800000000000002,0.444,0.757,24.06,26.07,29.6,38.59,17.48,2.335,-1.0,-1.0,7.3605,7.6398,4.3406633,16.76,18.16884,31.63,28.47,35.19,45.806000000000004,-1.0,54.9,60.91,-1.0,76.06,82.66,-1.0,108.0,99.4,-1.0,133.0,117.56,-1.0,162.0,154.88,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.0,2607.0,1728.0,336.53,56.0,61.0,3.0,-1.0,-1.0,-1.0,4.0,2.0,1.0,8.0,10.0,1.0,3.0,2.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,44.0,28.0,19.0,-1.0,9.6,6.8,43.23,-1.0,-1.0,5.0,4.0,4.0,0.03,-1.0,-1.0,-1.0,-1.0,0.45,0.195,0.37,1.46,1.22,2.15,0.315,0.26,0.61,1.145,0.96,1.54,2.605,2.18,3.69,1.0102707749766568,3.0,5.4,5.2,2.25,12.0,2115.225,400.0
15_250_2,44.0,29.0,19.0,13.56787441,11.82994193,75.84786468,101.07,63.54600000000001,39.0983,4423.0,3200.0,1032.0,-1.0,-1.0,8.0,11.0,1.0,117.0,401.0,102.5,146.0,132.0,203.0,-1.0,0.01,12370.0,8920.0,856.0,9.6,6.15,43.23,101.3,118.4,48.4,2.2,1.9,0.82,"dict_items([('Ru', 3.0), ('Cu', 1.0), ('K', 12.0)])",-1.0,38.59,13.6,2.335,0.0,0.0,0.0,-9.19463357,-3.68065482,-1.097539713,0.23800000000000002,0.385,0.757,24.06,24.44,29.6,38.59,13.6,2.335,-1.0,-1.0,7.3605,7.726380000000001,4.3406633,16.76,20.2924,31.63,28.47,36.841,45.806000000000004,-1.0,57.38,60.91,-1.0,79.8,82.66,-1.0,103.0,99.4,-1.0,139.0,117.56,-1.0,166.0,154.88,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08116916693034126,2607.0,1357.77,336.53,56.0,64.0,3.0,-1.0,-1.0,-1.0,4.0,1.0,1.0,8.0,11.0,1.0,3.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,29.0,19.0,-1.0,9.6,6.15,43.23,-1.0,-1.0,5.0,4.0,4.0,0.03,-1.0,-1.0,-1.0,-1.0,0.45,0.185,0.37,1.46,1.16,2.15,0.315,0.28,0.61,1.145,0.88,1.54,2.605,2.04,3.69,1.005633802816901,3.0,5.4,4.45,2.25,0.0,2092.910447761194,250.0
33_400_3,44.0,12.0,19.0,13.56787441,23.2222931,75.84786468,101.07,24.305,39.0983,4423.0,1363.0,1032.0,-1.0,-1.0,8.0,2.0,1.0,117.0,156.0,102.5,146.0,141.0,203.0,-1.0,-1.0,12370.0,1738.0,856.0,9.6,10.76666667,43.23,101.3,0.0,48.4,2.2,1.31,0.82,"dict_items([('Ru', 3.0), ('Mg', 1.0), ('K', 12.0)])",-1.0,38.59,8.48,2.335,0.0,0.0,0.0,-9.19463357,-1.54227231,-1.097539713,0.23800000000000002,1.023,0.757,24.06,24.869,29.6,38.59,8.48,2.335,-1.0,-1.0,7.3605,7.646235000000001,4.3406633,16.76,15.03527,31.63,28.47,80.1437,45.806000000000004,-1.0,109.2655,60.91,-1.0,141.27,82.66,-1.0,186.76,99.4,-1.0,225.02,117.56,-1.0,265.96,154.88,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.9044937176784852,2607.0,923.0,336.53,56.0,68.0,3.0,0.01,-1.0,-1.0,4.0,0.0,1.0,8.0,2.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,44.0,12.0,19.0,-1.0,9.6,10.76666667,43.23,-1.0,-1.0,5.0,3.0,4.0,0.03,-1.0,-1.0,-1.0,-1.0,0.45,-1.0,0.37,1.46,1.13,2.15,0.315,0.23,0.61,1.145,0.9,1.54,2.605,2.03,3.69,0.9613804437140512,3.0,5.4,3.45,2.25,11.0,2368.0541871921178,400.0
44_400_1,44.0,24.0,19.0,13.56787441,12.09293747,75.84786468,101.07,51.9961,39.0983,4423.0,2944.0,1032.0,-1.0,-1.0,8.0,6.0,1.0,117.0,96.5,102.5,146.0,139.0,203.0,0.02,-1.0,12370.0,7140.0,856.0,9.6,11.6,43.23,101.3,64.3,48.4,2.2,1.66,0.82,"dict_items([('Ru', 2.0), ('Cr', 2.0), ('K', 12.0)])",-1.0,38.59,21.0,2.335,0.0,0.0,0.0,-9.19463357,-9.50571654,-1.097539713,0.23800000000000002,0.449,0.757,24.06,23.35,29.6,38.59,21.0,2.335,-1.0,-1.0,7.3605,6.76651,4.3406633,16.76,16.4857,31.63,28.47,30.96,45.806000000000004,-1.0,49.16,60.91,-1.0,69.46,82.66,-1.0,90.6349,99.4,-1.0,160.18,117.56,-1.0,184.7,154.88,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.0,2607.0,2180.0,336.53,56.0,49.0,3.0,-1.0,-1.0,-1.0,4.0,6.0,1.0,8.0,6.0,1.0,3.0,5.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,24.0,19.0,-1.0,9.6,11.6,43.23,-1.0,-1.0,5.0,4.0,4.0,0.02,-1.0,-1.0,-1.0,-1.0,0.45,0.25,0.37,1.46,1.37,2.15,0.315,0.3,0.61,1.145,1.07,1.54,2.605,2.44,3.69,1.007525870178739,3.0,5.4,4.65,2.25,6.0,2109.974874371859,400.0
33_400_6,44.0,12.0,19.0,13.56787441,23.2222931,75.84786468,101.07,24.305,39.0983,4423.0,1363.0,1032.0,-1.0,-1.0,8.0,2.0,1.0,117.0,156.0,102.5,146.0,141.0,203.0,-1.0,-1.0,12370.0,1738.0,856.0,9.6,10.76666667,43.23,101.3,0.0,48.4,2.2,1.31,0.82,"dict_items([('Ru', 3.0), ('Mg', 1.0), ('K', 12.0)])",-1.0,38.59,8.48,2.335,0.0,0.0,0.0,-9.19463357,-1.54227231,-1.097539713,0.23800000000000002,1.023,0.757,24.06,24.869,29.6,38.59,8.48,2.335,-1.0,-1.0,7.3605,7.646235000000001,4.3406633,16.76,15.03527,31.63,28.47,80.1437,45.806000000000004,-1.0,109.2655,60.91,-1.0,141.27,82.66,-1.0,186.76,99.4,-1.0,225.02,117.56,-1.0,265.96,154.88,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.9193558431019978,2607.0,923.0,336.53,56.0,68.0,3.0,0.01,-1.0,-1.0,4.0,0.0,1.0,8.0,2.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,44.0,12.0,19.0,-1.0,9.6,10.76666667,43.23,-1.0,-1.0,5.0,3.0,4.0,0.03,-1.0,-1.0,-1.0,-1.0,0.45,-1.0,0.37,1.46,1.13,2.15,0.315,0.23,0.61,1.145,0.9,1.54,2.605,2.03,3.69,0.9613804437140512,3.0,5.4,3.45,2.25,11.0,2368.0541871921178,400.0
58_350_2,44.0,72.0,19.0,13.56787441,22.26871119,75.84786468,101.07,178.49,39.0983,4423.0,4876.0,1032.0,-1.0,-1.0,8.0,4.0,1.0,117.0,23.0,102.5,146.0,175.0,203.0,-1.0,-1.0,12370.0,13310.0,856.0,9.6,16.2,43.23,101.3,0.0,48.4,2.2,1.3,0.82,"dict_items([('Ru', 3.0), ('Hf', 1.0), ('K', 12.0)])",-1.0,38.59,27.2,2.335,0.0,0.0,0.0,-9.19463357,-9.954299335,-1.097539713,0.23800000000000002,0.14400000000000002,0.757,24.06,25.73,29.6,38.59,27.2,2.335,0.01,-1.0,7.3605,6.825069999999999,4.3406633,16.76,15.0,31.63,28.47,23.3,45.806000000000004,-1.0,33.33,60.91,-1.0,-1.0,82.66,-1.0,-1.0,99.4,-1.0,-1.0,117.56,-1.0,-1.0,154.88,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.8655137831004169,2607.0,2506.0,336.53,56.0,45.0,3.0,-1.0,-1.0,-1.0,4.0,8.0,1.0,8.0,18.0,1.0,3.0,8.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,44.0,72.0,19.0,-1.0,9.6,16.2,43.23,-1.0,-1.0,5.0,6.0,4.0,0.03,-1.0,-1.0,-1.0,-1.0,0.45,0.63,0.37,1.46,1.61,2.15,0.315,0.31,0.61,1.145,1.3,1.54,2.605,2.91,3.69,1.064773735581189,3.0,5.4,3.6,2.25,14.0,2248.308080808081,350.0
31_450_1,44.0,39.0,19.0,13.56787441,33.01321288,75.84786468,101.07,88.90585,39.0983,4423.0,3618.0,1032.0,-1.0,-1.0,8.0,3.0,1.0,117.0,17.2,102.5,146.0,190.0,203.0,-1.0,-1.0,12370.0,4472.0,856.0,9.6,22.7,43.23,101.3,29.6,48.4,2.2,1.22,0.82,"dict_items([('Ru', 1.0), ('Y', 3.0), ('K', 12.0)])",-1.0,38.59,11.39,2.335,0.0,0.0,0.0,-9.19463357,-6.464599775,-1.097539713,0.23800000000000002,0.298,0.757,24.06,26.53,29.6,38.59,11.39,2.335,-1.0,-1.0,7.3605,6.2173,4.3406633,16.76,12.224,31.63,28.47,20.52,45.806000000000004,-1.0,60.597,60.91,-1.0,77.0,82.66,-1.0,93.0,99.4,-1.0,116.0,117.56,-1.0,129.0,154.88,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.0,2607.0,1799.0,336.53,56.0,12.0,3.0,-1.0,-1.0,-1.0,4.0,9.0,1.0,8.0,3.0,1.0,3.0,9.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,44.0,39.0,19.0,-1.0,9.6,22.7,43.23,-1.0,-1.0,5.0,5.0,4.0,0.01,-1.0,-1.0,0.03,-1.0,0.45,0.58,0.37,1.46,1.62,2.15,0.315,0.3,0.61,1.145,1.32,1.54,2.605,2.94,3.69,1.6530815109343937,3.0,5.4,3.2,2.25,7.0,1986.85,450.0
108_250_2,44.0,49.0,19.0,13.56787441,26.08265816,75.84786468,101.07,114.818,39.0983,4423.0,2345.0,1032.0,-1.0,-1.0,8.0,13.0,1.0,117.0,81.8,102.5,146.0,142.0,203.0,-1.0,-1.0,12370.0,7310.0,856.0,9.6,9.65,43.23,101.3,28.9,48.4,2.2,1.78,0.82,"dict_items([('Ru', 1.0), ('In', 3.0), ('K', 12.0)])",-1.0,38.59,3.2910000000000004,2.335,0.0,0.0,0.0,-9.19463357,-2.66680196,-1.097539713,0.23800000000000002,0.233,0.757,24.06,26.74,29.6,38.59,3.2910000000000004,2.335,-1.0,0.03,7.3605,5.78636,4.3406633,16.76,18.8703,31.63,28.47,28.03,45.806000000000004,-1.0,54.0,60.91,-1.0,-1.0,82.66,-1.0,-1.0,99.4,-1.0,-1.0,117.56,-1.0,-1.0,154.88,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.16089811310012914,2607.0,429.75,336.53,56.0,75.0,3.0,-1.0,-1.0,-1.0,4.0,5.0,1.0,8.0,13.0,1.0,3.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,44.0,49.0,19.0,-1.0,9.6,9.65,43.23,-1.0,-1.0,5.0,5.0,4.0,0.01,-1.0,-1.0,-1.0,-1.0,0.45,0.36,0.37,1.46,1.11,2.15,0.315,0.17,0.61,1.145,0.94,1.54,2.605,2.05,3.69,1.0548885077186962,3.0,5.4,3.9,2.25,13.0,2268.817733990148,250.0
